city,county,state,property_type,price,description
Winnetka,Los Angeles County,CA,SINGLE_FAMILY,685000,"7401 Madora Ave, Winnetka, CA 91306 is a single family home that contains 1,256 sq ft and was built in 1953. It contains 3 bedrooms and 2 bathrooms. This home last sold for $685,000 in December 2021. 
 
The Zestimate for this house is $702,400. The Rent Zestimate for this home is $3,499/mo. "
West Hills,Los Angeles County,CA,SINGLE_FAMILY,700000,"23639 Draco Way, West Hills, CA 91307 is a single family home that contains 1,538 sq ft and was built in 1973. It contains 4 bedrooms and 2 bathrooms. This home last sold for $700,000 in December 2021. 
 
The Zestimate for this house is $900,600. The Rent Zestimate for this home is $3,569/mo. "
Mission Hills,Los Angeles County,CA,SINGLE_FAMILY,685000,"*Priced to sell fast. Property sold as is.* You'll love this COZY 3 bed 2 bath home with large pool located in a highly desirable tree-lined street in Mission Hills. Conveniently located next to schools, grocery stores, restaurants, hospitals, and 20 minutes away from Burbank airport. Centrally located near all the major freeways: 5, 118, 210, 170, and the 405. The neighborhood is safe and family friendly in the coveted part of Mission Hills, north of Devonshire, and west of Sepulveda. Property can be expanded to include an ADU whether for additional rental income or for an extended family. Lot size is large enough for a creative developer who wishes to build an expansive dream home. Property is great for entertaining with an outdoor built-in BBQ grill and fire pit next to the pool and lemon tree. Ceilings have a fresh coat of paint, working fireplace in the living room, and the property features a 2 car garage. FIRST TIME on the market in 33 years this property recently appraised for HIGHER than our listing price and will not be on the market for long. Your Charming Forever Home awaits!"
Reseda,Los Angeles County,CA,SINGLE_FAMILY,702000,"This home is ideal for first-time home buyers, those wanting to upgrade from a condo, anyone wanting to downsize, and investors wanting to increase their assets for rental income. It features three bedrooms and a large bathroom with access to the pool; a good size living room; laminate floors; an upgraded gas fireplace with black granite from floor to ceiling; an upgraded kitchen with black granite counters, Pine Wood Cabinetry with ample shelf space, tile floors for easy cleaning, a newer stove, a newer dishwasher; a convenient laundry area next to kitchen; a tile bathroom with newer tub, toilet and plumbing; a newer A/C & Heating unit, a newer Water Heater; A private backyard with a covered patio, several fruit trees, and a large pool; A 2-car  garage that was partitioned into a 1-car space and a work room, but it can easily be converted back into a 2-car space. This is a great value home with privacy, pleasant neighbors, just five minutes away from Tarzana and close to all shopping and highways."
San Fernando,Los Angeles County,CA,SINGLE_FAMILY,700000,"Back on the market Complete remodel! Everything new or newer! Check out the beautiful floors, textured and painted walls, kitchen and bathrooms remodeled.  Property sits back off the street with huge front yard! They do not make ore build them like this anymore! Property is close to freeways, public transportation and much more! BEST FEATURE (I think) is the remodeled and converted garage into a guest studio/ADU unit! Could be a studio, an in laws quarters, man or woman cave or????  It has a separate entrance/exit on its own.  Alley access and decent backyard for additional entertaining or just chilling with coffee, barbeque or????  Hurry up on this baby!"
Chatsworth,Los Angeles County,CA,TOWNHOUSE,685000,"Rockpointe Upgraded Town home! This fabulous town home features 4 bedrooms and 3 bathrooms. Fresh light and bright paint throughout. Living room with soaring vaulted ceilings and lots of windows open to large patio yard. One full bedroom and bathroom down. Kitchen has been remodeled with lots of cabinets and marble counters and upgraded backsplash open to dining area and family area...with slider to back yard patio.  Spacious secondary bedrooms. Extra large Master Suite with triple wall closet and remodeled bathroom. Downstairs with all new upgraded rustic wood laminate flooring.  Attached two car garage. Resort like grounds with 4 pools/spas, 3 club houses, BBQ area's, playgrounds and on site management.  Close to Freeway, shopping and restaurants."
Los Angeles,Los Angeles County,CA,CONDO,685000,"More than $100,000 worth of renovations were put into the unit. This condo has one of the most unique floor plans in the building. We removed the smaller bedroom and increased the living room area, making the condo feel much larger. No expense was spared. High quality tile and stone. Large kitchen. This unit was built to impress. Huge balcony overlooking 9th st and Flower st. Amazing location. Walking distance from everything in downtown including a Ralph's Fresh Fare directly across the street, Wholefoods a block away and many restaurants. Real estate has been sky rocketing in value due to new local developments, both commercial  and residential.

Awesome amenities. 24 hour security. Friendly staff."
West Hills,Los Angeles County,CA,SINGLE_FAMILY,700000,"6967 Bobbyboyar Ave, West Hills, CA 91307 is a single family home that contains 1,354 sq ft and was built in 1957. It contains 3 bedrooms and 2 bathrooms. This home last sold for $700,000 in December 2021. 
 
The Zestimate for this house is $830,500. The Rent Zestimate for this home is $3,599/mo. "
Tujunga,Los Angeles County,CA,SINGLE_FAMILY,685000,Great opportunity to buy now and fix up later. This is a perfect home for first time buyers in a great price range. New copper mainline and new pex tubing in the house. Move in now and take your time making the changes you want. Home is very livable and just needs updating. Hardwood floors throughout and inside laundry. Nice garage and nice yard area for BBQ's and parties. Nice garden area too!
Panorama City,Los Angeles County,CA,SINGLE_FAMILY,685000,"First time on the market! This home, owned and loved by the same family for over 60 years, is situated on a cul-de-sac street. The family room is an addition that connects to the living room via double doors and has access to the back patio as well. Additionally, an office has been added on and connects to the primary bedroom and back patio. This space is great for work, play, or simply as an extension to the main bedroom. The side yard boasts a citrus tree and plenty of space for a garden. The property features a large driveway and spacious two-car garage. Original hardwood floors underneath most carpeted areas. Room additions may not be included in the Assessor's total square footage of the home. A little TLC will go a long way in this spectacular home."
Los Angeles,Los Angeles County,CA,TOWNHOUSE,696397,"Fresh + clean 2 BD + 1.5 BA townhouse with two private patio spaces. Featuring beautiful wood flooring, new carpets, a green-tiled kitchen, stainless steel appliances, and newer windows. This unit also features a mini-split HVAC system in each bedroom upstairs and the downstairs living area. Lovely layout with an open living/dining/kitchen flow, opening onto the sunny patios in the front and rear of the unit. Other highlights include HOA dues with EQ insurance, 2 car tandem-covered parking, and a full-size laundry on the rear patio. Centrally located near Venice, Silicon Beach, and Culver City - all that the Westside has to offer."
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,695000,Great location. Walking distance to the beach. Enjoy cool ocean breezes and ocean views. Charming 2 bedroom home on 5000 sq. ft. lot with front and rear grass areas. New carpet. Great open kitchen and patio.<br/><br/>Brokered And Advertised By: RE/MAX Palos Verdes Realty-Mir<br/>Listing Agent: Jerry Yutronich
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,685000,"Don't miss this lovely two-story single-family home located on a peaceful cul-de-sac lot in Boyle Heights, a beautiful community in Vista del Sol. Enjoy three bedrooms, two and a half baths and two spacious living rooms on each floor. The formal dining room leads to the kitchen and opens to a private side yard through sliding doors. This kitchen offers plenty of counter space equipped with a trendy breakfast bar and beautiful wood cabinets. Relax at the large pool and gated play area in the Pueblo del Sol community with low HOA. Within convenient access to freeways 5, 10, 101, 60 and the Metro Gold Line. This property is recorded as detached condo."
Pacoima,Los Angeles County,CA,SINGLE_FAMILY,700000,"Welcome to this great maintained home situated on a quite pocket in Pacoima. This home is centrally located and offers the following features; 1354 square feet of living space, 3 bedrooms with 2 full baths, dining area, spacious kitchen with oak cabinets and granite counter tops, stainless steel sink with newer kitchen faucet, large pantry, newer dishwasher, master bedroom with remodeled private full bath and walk-in closet, wood floors throughout, newer interior doors, crown molding, Central air conditioning, dual pane windows, newer water heater tankless system, copper plumbing, upgraded 200 amp electrical panel, automatic sectional garage door, automatic sprinklers in front and back yard. Private back yard offers large covered patio with grassy area and mature trees & plants."
Pacoima,Los Angeles County,CA,SINGLE_FAMILY,690000,"This home is a 4 bedroom plus 1 bonus room, 2 baths, Single Family Residence, Kitchen Island with granite countertops. Central heating and cooling, a gated conventional house situated in a 4790 SQ FT lot in Arleta. This home has easy access to the 405, 170, and 118 Valley Freeways. This home is just a few minutes' drive to local Community Parks, Supermarkets, Regional hospitals such as Kaiser Permanente, Providence Holy Cross, and to local Burbank and Van Nuys Airports. Theme Parks such as Universal Studios Hollywood, Magic Mountain, and College Universities such as California State University Northridge (CSUN)and University of California Los Angeles (UCLA)are also within a minute's drive. This home would be excellent for first-time homebuyers or as an investment property for rental."
Harbor City,Los Angeles County,CA,SINGLE_FAMILY,699000,"26202 Athena Ave, Harbor City, CA 90710 is a single family home that contains 1,156 sq ft and was built in 1952. It contains 3 bedrooms and 1 bathroom. This home last sold for $699,000 in December 2021. 
 
The Zestimate for this house is $836,500. The Rent Zestimate for this home is $2,999/mo. "
Playa Del Rey,Los Angeles County,CA,CONDO,705000,"Come see this lovely 3Bed/2Bath top floor corner unit in the tree-filled, resort style community of Cross Creek Village. Less than a mile from the ocean located in the beach town of Playa del Rey, this unit features a remodeled kitchen with an extra wide counter, updated bathrooms, wood-like floors throughout and an extra large balcony. This Top floor condo shares only one common wall and has the rare feature of being directly connected to the parking garage below. This complex is well known for the beautiful landscaping and many amenities including 2 pools, 2 tennis courts, paddle tennis court, basketball court, workout room with separate men and women's locker rooms which each include a spa and sauna, clubhouse with pool tables and meeting areas. Schedule a showing today."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,695000,"Welcome to this charming, light and bright home in the highly desirable San Fernando Valley. Once you enter, you’ll be greeted with original hardwood floors in the living room and throughout the house. Living room provides a tranquil gathering place with a large window allowing natural sunlight to pour in and a cozy wood burning fireplace. Large master bedroom with hardwood flooring and private Bathroom With tiled flooring and shower. Additional three nice sized bedrooms two with hardwood floors. Full hallway bathroom with tiled flooring and shower plus Jacuzzi Tub! 4th bedroom has built-in shelves and would make an excellent study or home office. Cozy kitchen has tile counters and includes the stainless-steel stove and vent hood. Central A/C keeps the house cool through the hot summer months. The large, covered patio in the backyard is great for BBQ and family entertaining, and opens to a large spacious lawn with trees. The attached garage offers plenty of space for storage and washer and dryer and direct access. Shopping, parks, and Sylmar schools nearby. This home has lots to offer come see this lovely home!"
North Hollywood,Los Angeles County,CA,TOWNHOUSE,695000,"Upon arrival you will surely understand why this is one of the most coveted complexes in Toluca Lake.  A lush green courtyard welcomes you to your private front door.  Once inside you will be greeted by an airy and light-filled living area.  An easy flow takes you to the beautifully remodeled kitchen, complete with newer cabinets, stainless steel appliances, quartz counters and tile backsplash. The custom, eat-in kitchen banquet is the perfect touch for daily life, both stylish and practical. Through French doors you will find the oversized, private outdoor space, suitable for entertaining, gardening or simply enjoying some afternoon sun.  A powder room and plenty of storage space complete the lower level with two sizable bedrooms, full bath, laundry and more storagespace located on the upper level. Perfectly remodeled, the seller has spared no expense with upgrades including flooring throughout, recessed lighting, double pane windows, updated kitchen, French doors & bathroom fixtures.  Quietly located in the back of the community, this will be your little oasis in the unbeatable Toluca Woods location.  Complete with two covered parking spaces, additional storage and a low HOA. Enjoy fantastic restaurants, shopping, and bars at your fingertips with close proximity to major studios and everything LA has to offer."
San Pedro,Los Angeles County,CA,SINGLE_FAMILY,705000,"WOW! Beautifully updated home in the sought after Point Fermin area of San Pedro. Amazing location!! This home features a flowing open floor plan leading into the fully remodeled kitchen with vaulted ceilings, soft-close cabinets, quartz countertops and under mount stainless steel sink. The stylishly updated main bath is located off of the hallway leading to the two main bedrooms. Formal guest bath is just off the dining area towards the front of the home. Both bedrooms have new closets with soft close doors. From top to bottom this home has been tastefully remodeled to turn key condition with newer roof, new vinyl fencing, updated electrical, new grass and sprinkler system, new pavers in backyard and plumbing and tankless water heater. Another bonus is the new high efficiency central heating system located along side the attic storage area. Located just a few minutes from the upcoming West Harbor project, Royal Palms Beach, Cabrillo Beach, Point Fermin Park and all the beautiful hiking trails along the Palos Verdes Peninsula. This home is a must see!"
North Hollywood,Los Angeles County,CA,SINGLE_FAMILY,686000,"6331 Teesdale Ave, North Hollywood, CA 91606 is a single family home that contains 1,297 sq ft and was built in 1947. It contains 3 bedrooms and 1 bathroom. This home last sold for $686,000 in December 2021. 
 
The Zestimate for this house is $927,600. The Rent Zestimate for this home is $3,499/mo. "
Los Angeles,Los Angeles County,CA,CONDO,700000,"Wow! This amazing penthouse filled with character, tons of sun, warmth, charm and new elegance, is the home you've been waiting for. White and bright with only one common wall, this south west facing gem has it all. Beautiful new kitchen with stunning waterfall counter, large under-mount sink, elegant stainless steel Samsung appliances and crisp white wood cabinetry. The sun-filled living room offers a lush quiet and tranquil tree-lined courtyard setting with birds nests and treetop views. The dining room is ideally set off to the side, perfect for entertaining with a cool barn door. The charming new bath provides convenient access with a great ambience. The second bedroom or office, perched on the opposite side of the master, has a window and closet. Artsy lighting and cool finishes prevail. The condo is located within a few steps to the elevator, has 2 separate parking spaces which are right outside the elevator - and across from each other. Montana Terrace, located on The prestigiou"
San Fernando,Los Angeles County,CA,SINGLE_FAMILY,690000,"Pool home in SFV! Property is located on a large corner lot in a prime location in the city of San Fernando. Let your imagination unlock the hidden potential of this large 2,021 square feet home. Property could use some upgrading. It offers 4 bedrooms and 2 bathrooms, living room and a good size family room with direct access to the backyard and the bonus room inside the garage. It has a large backyard 7,952 lot size with plenty of entertaining space and a sparkling pool. Perfect for those hot summer days. Home is near shopping centers and easy access to the 5, 118, and 210 freeways."
Tarzana,Los Angeles County,CA,TOWNHOUSE,700000,"This highly upgraded, exceptional style and high-end finishes 2 bedroom, 2.5 bathrooms 1352 sq ft, two-story townhouse with central atrium, balconies and a garden area will have you at hello.   Upgraded eat in kitchen includes a breakfast nook, Stainless steel appliances, 6 burner stove, Caesarstone counter-tops and glass subway tiles back splash  An inviting interior atrium connects the dining room and Large living room with fireplace, balcony and a private patio, perfect for entertaining and BBQ,.  Gorgeous Master bedrooms suite with fireplace, vaulted ceilings and custom closets.  Good size Secondary bedroom and full bath. Upstairs Laundry with a side-by-side washer and dryer (included in the sale). Wood floors throughout, crown moldings, newer windows and doors  Community has pool, spa and 2 car subterranean garage. Close to restaurants, shopping and transportation."
Encino,Los Angeles County,CA,TOWNHOUSE,687500,"Welcome home to this recently remodeled, turnkey end-unit townhome in the heart of Encino! Drive into your private, attached 2 car garage with plenty of storage. The formal entry leads you into the step-down living room, with floor to ceiling windows and custom drapery, high ceilings, lovely laminate flooring, and modern fireplace. The open-concept kitchen, with its white cabinetry, shiplap details, stone countertops, KitchenAid stainless steel appliances, and tremendous pantry space is a home-chef enthusiast's dream. Next to the elegant and spacious dining area with open views on three sides find the gorgeous powder room and large laundry area fitted with custom cabinetry. Dine alfresco or curl up with a book on the private patio with built in bench seating and beautiful flower garden. Head upstairs to find a spacious guest bedroom and newly remodeled ensuite guest bathroom with large step-in shower. The expansive, sunny main bedroom boasts tons of closet space, an area for a home office or gym, mountain views, and a fantastic, remodeled ensuite bath with dual sinks. Dont miss the various details rarely seen in a townhome, such as solid wood doors, window and door trim, tall floor molding, tankless gas water heater, wall mount TV ports, in-unit washer/dryer, smart home Nest thermostat, smart home lighting, 4-stage RO drinking water filter with refrigerator feed, full home network cabling, low noise central cooling, 3M thermal window film, Marv 13 air filter, auto ignition gas fireplace and more.HOA dues include homeowners insurance with earthquake coverage. Community features include a year-round heated pool. Conveniently located near the 101 freeway just 15 minutes from the Westside of LA. Several desirable schools nearby and walking distance to all the shops and restaurants on Ventura Blvd, as well as all the jogging trails, golf courses, playgrounds, and boating activities at Lake Balboa Park. Dont walk, RUN, as this will not last!"
North Hills,Los Angeles County,CA,CONDO,700000,"Enjoy this spacious home on a private, quiet cul-de-sac! The entry opens to a beautiful family room with fireplace and high ceilings. The formal dining room features built-ins and connects to the kitchen with ample counter space, cabinets, large pantry and breakfast area. The family room also has a fireplace. The interior offers an open and spacious living room covered with premium flooring, a fresh new paint scheme, vaulted ceilings, a cozy fireplace, and tons of natural light. The kitchen is equipped with premium countertops, a classic backsplash, SS appliances, and beautiful cabinets. All the bedrooms have been freshened up with new floors and a neutral paint scheme."
Reseda,Los Angeles County,CA,SINGLE_FAMILY,705000,"FIXER UPPER NEEDS SOME TLC! Great for buyer to add their own special touches. RV Parking. ON A CORNER WITH AN ALLEY! PERFECT FOR THE GARAGE CONVERSION AND/OR ADU!  Central Air & Heat! 4 bedroom, 2 bath!, 1,212 SF ON 7,097 SF LOT! GOOD SIZED BACKYARD FOR ADD ONS! Laundry off of kitchen!"
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,700000,"Welcome home to this beautiful 2 bed 1 bath home, upgraded throughout, with a garage conversion that can be used as a 3rd bedroom and 2nd bathroom, located in the sought-after Park Hill Heights community. Features include a beautifully upgraded living space, remodeled kitchen, wonderfully landscaped front yard, and a spacious backyard. Laundry hook-ups in the individual room. The backyard features a beautiful garden for relaxing along with an outdoor entertaining space, perfect for those lovely gatherings."
Los Angeles,Los Angeles County,CA,CONDO,685000,"Come home to this beautiful spacious ""Tera Nova"" Townhome In Baldwin Hills! This beautiful tri-level townhome has a lot to offer 2 bedrooms 3 bathrooms large living room with a gas fireplace and beautiful dark wood flooring, shutters and a nice size balcony with a view of Kenneth Hahn Park. Plenty of storage space walk-in closets located in a well  maintained complex surrounding beautiful homes and shopping centers and close to LAX."
Pacoima,Los Angeles County,CA,SINGLE_FAMILY,690000,"13347 Chase St, Pacoima, CA 91331 is a single family home that contains 1,335 sq ft and was built in 1955. It contains 3 bedrooms and 2 bathrooms. This home last sold for $690,000 in December 2021. 
 
The Zestimate for this house is $711,800. The Rent Zestimate for this home is $3,168/mo. "
North Hills,Los Angeles County,CA,SINGLE_FAMILY,690000,"Fixer upper investors dream, nice Cul de sac location on a quite street, very close to 405 and CSUN.  An opportunity for first home buyers to own a Single Family Residence at a very low price."
San Fernando,Los Angeles County,CA,SINGLE_FAMILY,690000,"Welcome home! This meticulously well kept and spacious home offers 3 bedrooms, 2 baths and 1,641 sqft of living space. Upon entering, you are immediately greeted by the open concept feel to the living area and adjacent dining area. In the kitchen, you can enjoy an abundance of cabinets, plenty of countertop space and a big peninsula, perfect for enjoying breakfast with the family each morning! The front part of the house has two bedrooms and one bathroom, towards the rear of the home you will find the third bedroom and second bath as well as a second living area, great for a den or playroom. The detached garage is perfect for an ADU and with the ability to add a private entrance and access, the rental potential is endless. The home is centrally located close to shopping centers, restaurants, banks, close to FWY's and much more! Whether you are looking for yourself or for an investment opportunity, look no further!"
Los Angeles,Los Angeles County,CA,CONDO,705000,"Priced to sell! Own the penthouse experience in the heart of Koreatown, Los Angeles with gorgeous sunset views of the Griffith Observatory, the Hollywood Hills, and the infamous Hollywood sign! The property is within a 3-mile radius of some of LA's hottest dining and shopping spots - perfect for those who want the ease of access to what Los Angeles has to offer. As the photos reveal, this penthouse is decked out with hardwood floors, quartz countertops, stainless steel appliances, recessed lighting, and amazing views! Storage space is no issue, with multiple closets and cabinet spaces accompany a spacious in-unit laundry room with a washer & dryer. This penthouse also comes with two parking spaces within a gated parking lot, dedicated strictly for penthouse residents. Element 436 residents also can enjoy a fully furnished fitness center and a pet-friendly courtyard with BBQ for residents and guests. For the residents' convenience, the building also employs security to ensure your peace of mind. Perfect for the buyer looking to balance city life and peaceful living in the heart of one of Los Angeles' hottest neighborhoods! .5 miles from Vermont/Wilshire Metro Station; .1 mile from 6th/Virgil bus stop; nearby hotspots: Koreatown, Echo Park, Hollywood, Larchmont Village, and DTLA"
Tarzana,Los Angeles County,CA,CONDO,707500,"5834 Etiwanda Ave UNIT 11, Tarzana, CA 91356 is a condo home that contains 1,937 sq ft and was built in 1980. It contains 3 bedrooms and 3 bathrooms. This home last sold for $707,500 in December 2021. 
 
The Zestimate for this house is $730,500. The Rent Zestimate for this home is $3,969/mo. "
Los Angeles,Los Angeles County,CA,CONDO,705000,"436 S Virgil Ave #602, Los Angeles, CA 90020 is a condo home that contains 1,030 sq ft and was built in 2015. It contains 2 bedrooms and 2 bathrooms. This home last sold for $705,000 in December 2021. 
 
The Zestimate for this house is $727,900. The Rent Zestimate for this home is $2,999/mo. "
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,705000,"After 2 decades of ownership, this Door has opened up an opportunity to take part in the rich history of this budding South Los Angeles location in the community of Park Hills Heights!   Located at the hub of all things Work+Live+Play.    Soccer fan, how about track and field? Then enjoy LIVE sports and entertainment happenings at the Banc of California Stadium, home to the LAFC.   Did you say Lakers? Less than 2 mls, Staples Center and LA Live is your new spot!  Or better yet,  prefer football and basketball?   Ah, then you need to checkout SoFi Stadium or the new Clippers Stadium, just a 15 minute rideshare to Inglewood.   Maybe sports is not your thing, then you can appreciate Science, Art  at CA Science Center, Natural History Museum with curated events, artists talks, renowned activists and upcoming influencers.   Philanthropy is at your core, then just a short-walking distance support the new Best Buy Teen Tech Center with youth services, offering design, coding, engineering, and financial literacy bootcamps.   Star Wars fan? Then let your inner Darth Vader, Yoda, or Princess Leia experience the new George Lucas Museum.   Imagine that, that means you're near USC and an opportunity to take advantage of this 8,000 sqft lot as an investor, or owner-builder.   Newly approved ordinances CA SB9, SB10 creates new housing avenues to upzone(4 units), split the lots, build, and sell.   Property features 2bd, 2ba, RV driveway, and minor updates, and if you want to customize it, its Yours!     Buyer to verify all conditions, no guarantees from Seller or Broker/Agent."
Reseda,Los Angeles County,CA,SINGLE_FAMILY,685000,"This impeccably charming, 4 bedroom/2 bath home is located on a peaceful tree-lined street in Reseda and is bursting with curb appeal with Plenty of parking with a large driveway and an attached two-car garage, with Separate indoor laundry area, w/ hook-ups, off the kitchen.  . This home has new central air AC and heater, has been re-piped with copper pipes, new windows, stucco, paint, and carpet. Call today!!!!"
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,693500,"4239 Halldale Ave, Los Angeles, CA 90062 is a single family home that contains 1,416 sq ft and was built in 1920. It contains 3 bedrooms and 1 bathroom. This home last sold for $693,500 in November 2021. 
 
The Zestimate for this house is $975,700. The Rent Zestimate for this home is $3,249/mo. "
Canoga Park,Los Angeles County,CA,SINGLE_FAMILY,703000,"7938 Sale Ave, Canoga Park, CA 91304 is a single family home that contains 1,362 sq ft and was built in 1957. It contains 4 bedrooms and 2 bathrooms. This home last sold for $703,000 in November 2021. 
 
The Zestimate for this house is $939,600. The Rent Zestimate for this home is $3,734/mo. "
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,705000,"Welcome to your secluded hillside hide away nestled above the street in up and coming Lincoln Heights.   Cozy and private, this 748 square foot home has refinished hardwood floors, updated kitchen, newer windows, a new hot water heater, and mini-split heating and air.  Centrally located you won't believe that your 8700 sqft view lot is only one mile from the I-5 freeway and four miles to the center of downtown LA.  Climb the hill to gather eggs from your urban chicken coop, and while you are there enjoy a million dollar view for a fraction of the price.  Starter homes do exist in LA, but not for long, because this one won't last."
Porter Ranch,Los Angeles County,CA,CONDO,707000,"Gorgeous 3 bedrooms and 3 baths Canyon View   Townhome nestled in the Hill of Prestigious Porter Ranch in the Park Northridge Community.European Wonderland Townhome. Gorgeous Canyon View for Ultimate Escape.Your backyard is your own private oasis.Granite counters in kitchen with travertine backsplash with stainless steel appliances including Miele dishwasher,brand new Samsung Over The Range Microwave,10 month old Air conditioning,Built In Bar with travertine stone countertop,beautiful plantation shutters.Enjoy the wooded environment  on the spacious patio.Location is ideal with nearby Vineyard Shopping Center,Golf Course,Parks, Hiking Trails."
Gardena,Los Angeles County,CA,SINGLE_FAMILY,690000,"Opportunity knocks! This home is waiting for a dash of your imagination and some TLC! Offered for sale for the first time in 23 years, this add-value opportunity is ready to be re-imagined and is nestled on a cul-de-sac in a charming neighborhood of Gardena. An attached 2-story 495 sf addition was completed to the rear of the home in 2005, featuring a bedroom and bath upstairs and a family room on the bottom level.  Use the easily closed off addition as separate living space or incorporate it into the total living space of the structure. Home features an attached garage, in-home laundry hookups, ample storage, fenced backyard space and a blank slate to upgrade this home to suit your design tastes! Located near parks, restaurants, and easy access to freeways, don't miss your opportunity to call this South Bay home yours!"
Los Angeles,Los Angeles County,CA,CONDO,695000,"Welcome to Tremont! This turnkey 2 bedroom & 2 full bathroom condominium is located in a prime area of Westchester. Luxury features include high ceilings, an open floorplan and 3 access points to the extended balcony, surrounded by lush mature palm trees and beautiful views of the neighborhood. Master bedroom includes a double vanity, an oversized shower and built-in storage for a smart and modern look and feel.   A stackable washer/dryer is perfectly hidden by closet doors for a continuous flush appearance. Other features include double pane windows, gas fireplace, central A/C & heat, dishwasher and matching stainless steel Bosch appliances: refrigerator, microwave and gas stove.   This unit includes secured 2-car gated subterranean parking. Guests have access to a separate gated subterranean parking garage on the premises. HOA includes controlled access, heated pool & spa, well-maintained gym, a spacious Tuscan style clubhouse, courtyards and a secured mailroom. You couldn’t ask for a better location, with easy access to the 405, 90 and 10 freeways."
San Pedro,Los Angeles County,CA,CONDO,685000,"Welcome to the beautiful ""Gardens community"", great location in the city of San Pedro. Some of the features are, remodeled kitchen and bathrooms, crown molding, hardwood flooring, central heat and AC, stainless steel appliances and much more."
Van Nuys,Los Angeles County,CA,SINGLE_FAMILY,685000,"Back on Market!  Buyer Could not Perform.  Subject to cancelation. Best Value in Van Nuys!  Sparkling Pool Home ready for Fun & Entertaining!  Fantastic floor plan features large living area that comfortably welcomes gatherings near the fireplace and clear bright views of backyard fun all around and in the pool!  Heavenly master bedroom with private sliders leading to backyard for late  night star gazing and romantic candlelights.  Bright windows stream natural light throughout the large eat-in kitchen with newer countertops and contemporary appliances all included.  Separate laundry.  Highly desired location, central to shopping, transportation, restaurants.  Buyer to satisfy and do own investigations.  Must follow COVID guidelines."
San Pedro,Los Angeles County,CA,CONDO,700000,"Upgraded view condo in San Pedro with 3 bedrooms and 2 full baths, all appliances are included: refrigerator, range, dishwasher, washer dryer. There are 2 assigned parking spaces and a storage locker in the secure garage. Patio with great sweeping views of San Pedro and Port. Carpets cleaned and ready for move in.Pets ok with additional deposit. Appliances included: range, refrigerator, dishwasher, washer, dryer. W/D in unit, patio, balcony with views Extra storage in the garage. 2 assigned parking spaces."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,700000,"Located in the Foothills of Sylmar on a quiet street!  Beautiful 4 bedroom, 2 bath home is approximately 1,242 square feet of living space with spacious 7,377 square foot lot. You'll love the flow of the home as the living room wraps around to the kitchen and 3 of the 4 bedrooms are off the hall way.  Recent upgrades include exterior painting, newer roof, electrical panel, water heater, and patio cover. Home also has copper plumbing and ABS for the private sewer lateral.  Plenty of off street parking and room for an RV! Home has been in the same family since 1978 and well cared for!"
Encino,Los Angeles County,CA,CONDO,700000,"Wow!! Absolutely gorgeous, and so, so quiet! SUPER PRIME South of Ventura Boulevard location, walking distance to tons of shopping & restaurants! Super nice formal entry, with curved Spanish influence. Nicely done kitchen, including gas stove, dishwasher, and overhead microwave oven. Tons of kitchen cabinet space, too!! Handy 'Breakfast Nook' with it's own door to the South courtyard! Smart laptop workspace, in the breakfast nook!   Huge living room, with fireplace, and french doors leading out to your West courtyard. Further inside this spacious home, you'll have 2 full bedroom suites. Master bathroom has double sinks, a soaking tub, and a separate stand-up shower! Great walk-in closet for the master, too! Altogether two large bedrooms, each with it's own full bathroom, and a third half bath guest bathroom, right by the front entrance. Cool wetbar, too! Huge wide living room, and a large formal dining room, as well, right next to the swing-away kitchen door! Clothes washer & dryer are included, in a convenient central laundry room between the two bedrooms. Outside awaits you with an absolutely wonderful & secluded common area, with an inviting huge pool, outdoor spa, outdoor BBQ area, and a large & equipped enclosed exercise room for all the owners. In the electric-remote gated common garage, you will have plenty of space for two cars in tandem vehicle parking, plus space for a motorcycle in front, and two lockable storage cabinets."
Los Angeles,Los Angeles County,CA,SINGLE_FAMILY,695000,"Amazing opportunity to own a view home in the HOT El Sereno Neighborhood!  There is so much potential to add-on, convert one level to a separate junior ADU, and more! The lower level has its own kitchenette, 3 bedrooms and 2 bathrooms, an additional office and a separate entrance!  The upper level has a deck with great views, 2 bedrooms and 1.5 bath.  There is a 3rd lower level basement area that could be finished and used as a utility room or game room.  Two car garage, laundry hook-ups.  Buyer to verify all permit records, sq ft, bed bath count, etc.  There is a certificate of occupancy on file with the City that shows the property is a 2 level SFR with a garage at 1,600 sq ft.  Tax records show a 2 level home 2bed/2bath 1,200 sq ft.  Buyer to verify information.  The property is located close to USC Medical Center, Cal State LA, and the cities of South Pasadena and Alhambra.  Don't miss this opportunity, take a tour and make an offer today!"
